distance_km_total,success_pct,collisions_per_km,lane_inv_per_km,lane_inv_per_100m,off_center_m,heading_err,mean_speed_kmh,max_speed_kmh,episodes,method,Method,seed
5.346108075141904,42.1875,0.0,100.44690314004663,10.044690314004658,1.0304582881508395,0.03486601286567743,15.300535470247269,24.126723632216454,64,sem_plus_adv_aux,sem_plus_adv_aux,0
4.7413463973999,32.8125,0.2109105549740868,113.6807891310328,11.368078913103274,1.10860017221421,0.037357230554334764,14.83711626380682,23.14116695523262,64,sem_plus_adv_aux,sem_plus_adv_aux,1
5.594484946250913,42.1875,0.0,82.22383372543783,8.222383372543778,1.069564393023029,0.037322535761631984,14.916988596320152,23.62323734164238,64,sem_plus_adv_aux,sem_plus_adv_aux,2
5.305411782264707,40.625,0.1884867831264047,97.82464044260404,9.782464044260399,1.024253693409264,0.0354640178775298,14.782639615237713,23.731140464544296,64,sem_plus_adv_aux,sem_plus_adv_aux,3
5.030958875656125,31.25,0.0,98.788324906588,9.878832490658795,1.0364741851808503,0.0370551870000781,14.756839908659458,23.10165697336197,64,sem_plus_adv_aux,sem_plus_adv_aux,4
4.760680680274961,29.6875,0.0,106.49737591110971,10.649737591110966,1.1774459732696414,0.04051759532740102,14.726230472326279,23.61689005792141,64,sem_plus_adv_aux,sem_plus_adv_aux,5
5.368470645904538,32.8125,0.0,99.6559421272308,9.965594212723074,1.0543714736122638,0.03575462591834361,14.767008736729622,23.19755071401596,64,sem_plus_adv_aux,sem_plus_adv_aux,6
5.167719559669492,42.1875,0.0,90.17517197272284,9.01751719727228,1.083652616944164,0.036650104040745604,15.43319283425808,23.291971027851105,64,sem_plus_adv_aux,sem_plus_adv_aux,7
5.326094483375546,37.5,0.0,92.56313449541902,9.256313449541897,1.0913218091009185,0.03804590158688367,15.036559700965881,23.44457048177719,64,sem_plus_adv_aux,sem_plus_adv_aux,8
5.343685512542722,39.0625,0.18713676125827308,98.43393642185164,9.843393642185159,1.1054861184675246,0.03755770668067267,14.900277368724346,23.30129647254944,64,sem_plus_adv_aux,sem_plus_adv_aux,9
4.898018718719479,32.8125,0.0,113.71945106522993,11.371945106522986,1.1477533939760178,0.037981247616698924,15.359342887997627,23.293062299489975,64,sem_plus_adv_aux,sem_plus_adv_aux,10
4.559240976333615,29.6875,0.0,129.84617463147694,12.984617463147686,1.4428097137715667,0.041510590148391154,16.293172389268875,25.59254278242588,64,dreamer_aug,dreamer_aug,0
4.359006491661069,28.125,0.0,138.56368444402938,13.856368444402932,1.3984183785505593,0.04225891031092028,15.541343279182911,25.057863995432854,64,dreamer_aug,dreamer_aug,1
4.901408571243282,31.25,0.0,122.6178130764462,12.261781307644611,1.407978132367134,0.04041983168281145,16.588768012821674,26.841788798570633,64,dreamer_aug,dreamer_aug,2
4.577966881752011,31.25,0.0,124.29098215368496,12.429098215368489,1.4338819500990212,0.04281186549633271,16.114455617964268,26.028442412614822,64,dreamer_aug,dreamer_aug,3
4.320390737533566,26.5625,0.2314605462215397,128.9235242453976,12.892352424539752,1.4828290129080415,0.04230591411760538,15.709661900997162,25.396819442510605,64,dreamer_aug,dreamer_aug,4
4.613072588920591,29.6875,0.2167752578621333,127.46385162293438,12.746385162293432,1.4072019876912236,0.042148737542447585,16.111551865935326,25.51341961324215,64,dreamer_aug,dreamer_aug,5
4.709718401908872,29.6875,0.0,128.88244013781798,12.888244013781792,1.398250814061612,0.040478717666701365,16.416248358786106,26.01110863685608,64,dreamer_aug,dreamer_aug,6
4.5902333707809415,29.6875,0.0,123.74098528750086,12.374098528750078,1.401097858324647,0.04127494305430442,15.654987126588821,25.611994192004204,64,dreamer_aug,dreamer_aug,7
4.574052101135251,29.6875,0.0,117.40137368936395,11.740137368936388,1.4382382608018816,0.043427908254670855,16.54466173797846,26.451724514365196,64,dreamer_aug,dreamer_aug,8
4.599216331481932,31.25,0.0,119.15073362583637,11.915073362583632,1.425616658758372,0.04265799772110762,16.381233774125576,25.980119958519936,64,dreamer_aug,dreamer_aug,9
4.4189844083785985,28.125,0.0,126.95224697700179,12.695224697700171,1.4527890528552234,0.041087977559072855,15.992796264588833,25.82872524857521,64,dreamer_aug,dreamer_aug,10
5.144865840911862,29.6875,0.0,113.12248326709485,11.31224832670948,1.4979954932350665,0.0395409426419064,15.987500116229057,24.612535774707794,64,dreamer_dann,dreamer_dann,0
4.792348693847654,23.4375,0.0,132.9202110893498,13.292021108934973,1.6452785828150809,0.046222603472415316,16.06956745684147,24.118526101112366,64,dreamer_dann,dreamer_dann,1
5.37890249252319,29.6875,0.0,113.9637687896528,11.396376878965272,1.4682076673489064,0.041834520889096845,15.681755639612675,24.822536438703537,64,dreamer_dann,dreamer_dann,2
5.988348262786863,37.5,0.0,110.04703986493163,11.004703986493158,1.414015871239826,0.03828621323918919,16.53848347067833,25.73395875096321,64,dreamer_dann,dreamer_dann,3
5.674573215484616,28.125,0.0,106.61594749523947,10.66159474952394,1.5440389693249017,0.04150879147346126,16.36426478624344,25.321334689855576,64,dreamer_dann,dreamer_dann,4
5.443686323165891,28.125,0.0,93.50281588303939,9.350281588303936,1.4184927558526397,0.04060951760038729,16.377355977892876,24.10929101705551,64,dreamer_dann,dreamer_dann,5
5.068629146575925,29.6875,0.0,115.02123811797146,11.50212381179714,1.6277801021933556,0.0431790575094055,16.090897798538208,24.212093472480774,64,dreamer_dann,dreamer_dann,6
4.9537077026367164,25.0,0.0,127.5812054198524,12.758120541985233,1.61746447510086,0.04239865732961329,16.091286934912205,25.047231376171112,64,dreamer_dann,dreamer_dann,7
5.312326807022092,29.6875,0.0,112.9448585894397,11.294485858943967,1.5113681175280362,0.04243993925047102,15.77960404753685,24.34527426958084,64,dreamer_dann,dreamer_dann,8
4.977205750465391,26.5625,0.0,126.77796169889073,12.677796169889067,1.4939895367715508,0.045183577312855,15.803206607699394,24.45706233382225,64,dreamer_dann,dreamer_dann,9
5.461667362213133,23.4375,0.0,110.77203349763263,11.07720334976326,1.369675523135811,0.040655394579516675,16.036139875650406,24.87297147512436,64,dreamer_dann,dreamer_dann,10
5.075573499679562,12.5,0.9851103526164416,102.84552081315651,10.284552081315644,1.3691827664151788,0.030256903133704275,20.906946808099747,32.3285710811615,64,sem_rollout_aux,sem_rollout_aux,0
4.982623241424558,9.375,0.8027899775252482,114.79896678611048,11.479896678611043,1.3822100036777556,0.0302136851678369,21.24264185130596,33.29141357541084,64,sem_rollout_aux,sem_rollout_aux,1
4.8545554037094085,9.375,1.4419446103450047,112.05969543252608,11.205969543252602,1.4014632506296039,0.032548532486543935,20.12601798772812,31.946187436580658,64,sem_rollout_aux,sem_rollout_aux,2
4.9342555065155,15.625,0.6079944575303431,113.69496355817417,11.36949635581741,1.29415678139776,0.03018282876291773,20.839883238077164,32.623094856739044,64,sem_rollout_aux,sem_rollout_aux,3
5.30532126998901,9.375,1.50791999068071,105.55439934764969,10.555439934764962,1.404884613584727,0.02965862701239525,20.954299107193947,32.219370782375336,64,sem_rollout_aux,sem_rollout_aux,4
4.926458440780637,12.5,0.40597115027790304,114.68684995350762,11.468684995350756,1.373153259512037,0.029975741272210105,20.721140295267105,31.74603196978569,64,sem_rollout_aux,sem_rollout_aux,5
5.316124559402462,12.5,0.5643208631547194,118.50738126249108,11.8507381262491,1.4351395489647985,0.031835177636821706,20.88034501671791,30.88671964406967,64,sem_rollout_aux,sem_rollout_aux,6
4.853365278244016,14.0625,0.20604259986007223,107.96632232667785,10.79663223266778,1.243485749233514,0.0265134956571273,20.491465598344803,31.292728155851364,64,sem_rollout_aux,sem_rollout_aux,7
4.9747586746215795,9.375,0.8040591034909391,117.39262910967712,11.739262910967705,1.377883602399379,0.029434866097290024,20.42678190767765,31.669138729572296,64,sem_rollout_aux,sem_rollout_aux,8
5.129859929084775,17.1875,0.779748385978571,116.18250951080708,11.618250951080702,1.4546878295950592,0.031360784894786733,20.702334940433502,30.9621140062809,64,sem_rollout_aux,sem_rollout_aux,9
5.318384889602658,15.625,0.1880270083413822,115.82463713829142,11.582463713829137,1.4372223182581365,0.030279032944235913,21.082675352692604,31.464251667261124,64,sem_rollout_aux,sem_rollout_aux,10
4.233898830413815,9.375,0.0,113.60687141241581,11.360687141241572,1.2262157257646322,0.028876293814391774,19.70393186248839,31.775369971990585,64,semsty_noloss,semsty_noloss,0
4.167805532455441,7.8125,0.0,124.76589801291537,12.476589801291528,1.3252147915773094,0.03151669723592927,20.020871177315712,30.813461005687714,64,semsty_noloss,semsty_noloss,1
